	visioen/noun	modder/noun	getal/noun	veeleer/adv	haast/adv	vrijheid/noun	gezang/noun	orgasme/noun	stem/noun	lof_trompet/noun	bed/noun	herrie/noun	vorst/noun	optreden/noun	pad/noun	ijl/adj	maar/adv	gewaad/noun	koor/noun	plek/noun	tribunaal/noun	kunst/noun	passage/noun	tegelijk/adj	monument/noun	mandaat/noun	harmonie/noun	naam/noun	stad/noun	uitzicht/noun	piano_spel/noun	zangeres/noun	zij/pron	zo/adv	gave/noun	vrede/noun	meest/adj	moment/noun	sopraan/noun	haven/noun	gewelf/noun	heerlijkheid/noun	melodie/noun	zaak/noun	klink/adj	werkster/noun	sereniteit/noun	ding/noun	symbool/noun	vaderland/noun	boodschap/noun	paradijs/noun	minstens/adv	nul/noun	tip/noun	tafereel/noun	schoonheid/noun	refrein/noun	glimlach/noun	iets/noun	afgezant/noun	blauw/noun	landschap/noun	klank/noun	drank/noun	dressing/noun	dauw/noun	het/det	rust/noun	stil/adj	tuin/noun	kleur/noun	gerecht/noun	hulp/noun	helderheid/noun	koning/noun	geluid/noun	sauna/noun	paradijselijk/adj	vader/noun	tweeling/noun	compliment/noun	perfectie/noun	republiek/noun	licht/noun	gevoel/noun	plezier/noun	missie/noun	voetbal_tempel/noun	staat/noun	rijk/noun	belofte/noun	status/noun	ervaring/noun	menu/noun	gestreken/adj	sfeer/noun	interventie/noun	naar/adj	geschenk/noun	aureool/noun	vuur/noun	vaak/adj	maal/noun	droefheid/noun	ruimte/noun	lichaam/noun	zaligheid/noun	euforie/noun	patent/noun	kroon/noun	iets/adv	geluk/noun	muziek/noun	koor_DIM/noun	komedie/noun	aardappel/noun	bijstand/noun	of/vg
bed/noun	0.96929324	0.9392204	0.90106183	0.8631103	0.9294274	0.96986264	0.9381647	0.6536521	0.9861625	1.0	0.0	0.9585755	0.97668827	0.99303144	0.6478435	0.9223889	0.76718956	0.9184604	0.9536666	0.87796164	0.99048907	0.91599315	0.8029206	0.9532976	0.9835541	0.94459796	0.91092324	0.9665899	0.88584346	0.9028606	0.97994006	0.98022807	0.63846505	0.8620398	0.9437211	0.98115784	0.8877189	0.8446168	0.99864674	0.5810926	0.9589164	0.9553382	0.94181395	0.9813383	0.9361999	0.8684414	0.89523983	0.7463336	0.9420357	0.9258253	0.7464006	0.99174553	0.75431514	0.9619488	0.9655838	0.90356666	0.9373172	0.98193306	0.98651105	0.8301392	0.99960196	0.8229495	0.7339903	0.846653	0.9645034	0.96449196	0.7277274	0.87916183	0.92847174	0.88025737	0.91140807	0.8879633	0.989811	0.8959259	0.94247997	0.9773855	0.8030735	0.7948138	0.9662657	0.8809906	0.95829517	0.80208844	0.8707026	0.99883133	0.7863932	0.8322082	0.9279233	0.9919686	0.9943121	0.9059907	0.9606514	0.94249374	0.9736843	0.7134335	0.93846697	0.88283753	0.82958263	0.9833063	0.6210468	0.9893788	0.9407228	0.96999955	0.88914126	0.9935586	0.9640974	0.859408	0.86818266	0.98678774	0.96841395	0.9888127	0.9898091	0.8486397	0.87675047	0.91789407	0.97102886	0.8699516	0.96373445	0.93088466	0.5591262
herrie/noun	0.8124096	0.52424586	0.9455499	0.8711949	0.6752858	0.95779073	0.40544903	0.8897315	0.66625094	0.9999189	0.9585755	0.0	0.9309092	0.8769617	0.799364	0.4811203	0.70983505	0.8222697	0.6920938	0.81310093	1.0	0.8118029	0.63119036	0.7604702	0.855777	0.9851746	0.78299206	0.9279337	0.8689743	0.7540099	0.728624	0.6277455	0.9508892	0.79560816	0.86652577	0.8787197	0.77730274	0.87496567	0.6118313	0.97451043	0.91856116	0.93489736	0.6142131	0.95737433	0.7106134	0.8682154	0.8405303	0.7529318	0.9376859	0.9915311	0.88604313	0.8732747	0.9681436	0.9750009	0.9484233	0.80966187	0.741202	0.6410336	0.8978374	0.82492065	0.9700368	0.80082214	0.74123704	0.56754994	0.54517776	0.97086394	0.9074068	0.79531294	0.8855857	0.594442	0.82848394	0.7592906	0.85932297	0.9752409	0.7637397	0.97202307	0.4189217	0.92121196	0.8113202	0.9398459	0.98987436	0.9865829	0.81175834	0.9722151	0.6980409	0.86410916	0.8415448	0.9857682	0.9027628	0.9968406	0.8674874	0.8135966	0.9406169	0.91058826	0.8749534	0.8043755	0.6393605	0.9727112	0.75428385	0.86797506	0.8598813	0.839537	0.6712136	0.7632352	0.9309338	0.67700636	0.78704774	0.701023	0.95555395	0.9893527	0.9873171	0.8591068	0.946724	0.499124	0.8087388	0.9551366	0.9368206	0.94233114	0.67875236
vorst/noun	0.9643656	0.7685672	0.8702817	0.73799753	0.89251906	0.7569094	0.8978122	0.9794465	0.9483973	0.99995744	0.97668827	0.9309092	0.0	0.95779204	0.8299571	0.972173	0.880803	0.9369436	0.9886262	0.93441844	0.92272997	0.91249317	0.98960716	0.85350186	0.8154734	0.90977407	0.93534184	0.94427985	0.7706195	0.8663907	0.9752675	0.9498574	0.86694765	0.952547	0.83852905	0.7854441	0.9424379	0.9981289	0.98037404	0.89696944	0.9998686	0.92528415	0.95921415	0.9995704	0.92546844	0.8852177	0.9828224	0.9795429	0.6209258	0.40932852	0.93117917	0.82030964	0.96789366	0.77952087	0.9295992	0.87164587	0.86683184	0.8961549	0.8090062	0.95599777	0.7982554	0.87497765	0.89987105	0.9485067	0.95079887	0.99455166	0.95091474	0.7609083	0.9226653	0.9513414	0.9066834	0.9097688	0.9888979	0.9140229	0.9394722	0.30248827	0.97914696	0.9063736	0.8643782	0.601795	0.87567735	0.6822058	0.91902995	0.39075798	0.96111375	0.9184972	0.94433373	0.8604196	0.99693304	0.78010714	0.5123966	0.94856375	0.6778405	0.9901173	0.9542201	0.9156749	0.937822	0.8823925	0.9674669	0.37201113	0.96880513	0.98747694	0.8821986	0.8910684	0.895389	0.95536107	0.8940293	0.94996405	0.8720961	0.85707796	0.8381541	0.95817584	0.93995667	0.9557568	0.9926198	0.88832295	0.93590534	0.8875464	0.81900495
optreden/noun	0.91864187	0.99857193	0.91231066	0.82446617	0.8371711	0.8857496	0.703756	0.9912846	0.542068	1.0	0.99303144	0.8769617	0.95779204	0.0	0.77905244	0.6463666	0.91432965	0.7791984	0.4844874	0.9928288	0.7789651	0.7727337	0.7176713	0.93833387	0.850005	0.88745105	0.6387343	0.7844339	0.9846936	0.8921661	0.8681576	0.6784049	0.8817006	0.97467834	0.8876028	0.794914	0.8711753	0.9745131	0.6196639	1.0	0.96709913	0.97759205	0.58864546	0.93213385	0.5453824	0.9822066	0.8243938	0.9691128	0.9205079	0.97690105	0.9733352	0.97674584	0.97926325	0.9512079	0.84582716	0.9331919	0.85334516	0.76635003	0.89438605	0.9559835	0.9803766	0.93577695	0.94235873	0.62018085	0.8371668	0.9952578	1.0	0.72945255	0.8743744	0.8971779	0.8893844	0.85452497	0.75575405	0.9596356	0.8095118	0.99026084	0.8526677	0.89716154	0.9772942	0.98268723	0.9665059	0.8145268	0.8209562	0.9689659	0.9273335	0.8148768	0.61667734	0.9371236	1.0	0.9461338	0.97336096	0.84401184	0.85238296	0.8727068	0.7777788	0.87355846	0.80281186	0.8854232	0.8402407	0.8963855	0.92596966	0.9668573	0.77198124	0.97135085	0.9358412	0.8947483	0.7762101	0.96006346	0.93520004	0.98527336	0.99228173	0.95977414	0.88282377	0.526005	0.5332937	0.9885134	0.9001075	0.93328625	0.8898653
pad/noun	0.93229556	0.5990376	0.97819656	0.87593055	0.9699204	0.90463805	0.8710362	0.9723392	0.82353944	1.0	0.6478435	0.799364	0.8299571	0.77905244	0.0	0.8078321	0.9232901	0.9628607	0.9660329	0.90674454	0.8798463	0.8317437	0.8148227	0.9254772	0.7841416	0.7660185	0.8901117	0.9624314	0.87121916	0.72918826	0.890703	0.931837	0.66154885	0.9051981	0.9174793	0.76187867	0.9792649	0.9574899	0.9787898	0.7491134	0.9811653	0.977025	0.83493793	0.9998563	0.82145196	0.7602355	0.9467457	0.924363	0.8620297	0.9113632	0.82920796	0.8833253	0.80065143	0.9503009	0.9656379	0.9231551	0.9338836	0.92867905	0.9679885	0.9688419	0.904545	0.92698425	0.7814821	0.8433007	0.9494042	0.9981214	0.75881207	0.85037625	0.8938873	0.8797402	0.75633293	0.9177874	0.9673544	0.89772844	0.96562815	0.95043486	0.94016016	0.9319906	0.88422024	0.9789438	0.96851546	0.96356225	0.95853364	0.936957	0.9366524	0.9541233	0.71233904	0.7171949	0.9797194	0.93855876	0.8662678	0.7760239	0.9433675	0.85824454	0.9538749	0.9727357	0.94805825	0.973677	0.96545845	0.9492978	0.9200425	0.95954823	0.72368836	0.9803751	0.9668192	0.86171544	0.8839698	0.8528934	0.99691457	0.96380556	0.98473233	0.9107705	0.9247871	0.8643583	0.7222054	0.86893046	0.93245953	0.97505563	0.68922555
ijl/adj	0.76040447	0.7187942	0.89000416	0.6727557	0.45389593	0.79091495	0.4062723	0.91823953	0.31924337	0.999845	0.9223889	0.4811203	0.972173	0.6463666	0.8078321	0.0	0.82510334	0.687673	0.39818513	0.87569654	0.97929406	0.6231626	0.39565533	0.6617031	0.7746985	0.9278305	0.4239015	0.8711179	0.8556594	0.7355145	0.6208867	0.45935577	0.889614	0.7427004	0.70232224	0.722473	0.7775711	0.77211523	0.40487784	0.9355368	0.76395655	0.88842714	0.23764491	0.8987678	0.5117867	0.917893	0.63012016	0.862377	0.77624303	0.8307523	0.7714665	0.91709614	0.91529036	0.96688056	0.94421685	0.6946931	0.5021943	0.46061587	0.85240936	0.7674446	1.0	0.6851932	0.65505266	0.2576726	0.7154725	0.9065054	0.9429011	0.67960775	0.7536886	0.6510551	0.70431787	0.4350962	0.8484316	0.9887569	0.43458378	0.9962606	0.25172162	0.8664298	0.7293602	0.9823434	0.9726135	0.98939866	0.54321116	0.9580927	0.4541365	0.680125	0.65870273	0.9336542	0.9083393	0.862752	0.9378458	0.7078389	0.83855844	0.809753	0.9126267	0.6461977	0.48502642	0.857998	0.71642	0.8732586	0.86278236	0.85605943	0.56940293	0.6918385	0.8236477	0.495601	0.67765796	0.7157383	0.9587899	0.82351804	0.9142527	0.7721077	0.73745584	0.24082911	0.5834645	0.92983806	0.9463173	0.9856373	0.68717563
maar/adv	0.944149	0.88914555	0.79566175	0.82199633	0.8451309	0.8738641	0.81944644	0.6691091	0.86292696	0.99915206	0.76718956	0.70983505	0.880803	0.91432965	0.9232901	0.82510334	0.0	0.9624267	0.95282036	0.80576074	0.9947764	0.809681	0.82254153	0.6603064	0.9508685	0.9749678	0.8559995	0.9124235	0.98367035	0.93609643	0.8843646	0.86580944	0.7745288	0.7215277	0.7461114	0.87850195	0.6492551	0.8079796	0.903271	0.92033076	0.9390777	0.9845458	0.77694744	0.9391579	0.8529902	0.77354777	0.8629335	0.46701324	0.8981872	0.8979072	0.76164347	0.96452993	0.8622027	0.81102115	0.9347882	0.89242953	0.7960004	0.82825	0.8717598	0.60233426	0.95115006	0.8517029	0.86992574	0.834815	0.86154646	0.94300836	0.93052864	0.8345218	0.87915945	0.7633402	0.9171201	0.87490875	0.93367714	0.9103145	0.8501507	0.97079283	0.74394715	0.8561757	0.90344524	0.9471769	0.9579978	0.66002136	0.8130703	0.9826133	0.8490824	0.6582897	0.7374248	0.97281015	0.98179436	0.91621214	0.9458731	0.91683286	0.9892769	0.87092453	0.94103986	0.846242	0.73587507	0.9022579	0.6296729	0.87112534	0.92868185	0.95209277	0.49998528	0.86126804	0.6776077	0.8383211	0.8926488	0.9076154	0.8851012	0.9178746	0.8819573	0.67789656	0.76090026	0.7536311	0.94692504	0.7681983	0.93377644	0.92428553	0.69085026
gewaad/noun	0.7916648	0.6921245	0.85954833	0.8273262	0.7379848	0.9325972	0.5138731	0.9660303	0.7269603	1.0	0.9184604	0.8222697	0.9369436	0.7791984	0.9628607	0.687673	0.9624267	0.0	0.5818826	0.9052702	0.9966505	0.86979014	0.86604387	0.8387234	0.93523955	0.9957277	0.6980009	0.70319635	0.96147406	0.8923048	0.87425673	0.67640275	0.8979002	0.9589558	0.89208096	0.9062711	0.8181037	0.90139675	0.6198418	0.9563371	0.8943477	0.9168566	0.73455024	0.98697805	0.6499233	0.9549038	0.7386178	0.9234138	0.8499055	0.88232946	0.96472853	0.9775679	0.96792054	0.9565349	0.98533297	0.687027	0.75981265	0.8991269	0.5847115	0.9433804	0.9602288	0.49878907	0.8072934	0.7314766	0.83050746	0.93049425	0.9939005	0.790684	0.8782175	0.7510091	0.83626205	0.62321126	0.94408226	0.96259403	0.8403748	0.8707663	0.7424757	0.8991004	0.9209898	0.94632536	0.93865407	0.89336914	0.90698516	0.9639627	0.7837373	0.91422343	0.6942276	0.9527207	0.85807747	0.96774536	0.9447887	0.878656	0.91844666	0.90537447	0.9843866	0.9864148	0.81691915	0.93393755	0.7921642	0.8226365	0.71593857	0.8618969	0.9038593	0.8603437	0.8500712	0.89598155	0.62698233	0.96897966	0.9074747	0.9443193	0.6945807	0.90654945	0.93580985	0.6638192	0.7732431	0.9976463	0.9195557	0.9781422	0.78089947
koor/noun	0.7128948	0.78498137	0.8168403	0.74466854	0.54599464	0.86582124	0.31423342	0.9875271	0.35241735	0.99062914	0.9536666	0.6920938	0.9886262	0.4844874	0.9660329	0.39818513	0.95282036	0.5818826	0.0	0.9480612	0.9390054	0.80249155	0.60737574	0.7855224	0.95165455	0.9345111	0.5228584	0.7371162	0.99983424	0.8615154	0.60964394	0.37959367	0.8664391	0.894916	0.7204184	0.76788247	0.7231582	0.8615973	0.2569502	0.9594773	0.93198407	0.99788785	0.38895923	0.95934504	0.45722318	0.949946	0.69925654	0.96483475	0.8945606	0.9448911	0.8397076	0.8813628	0.935387	0.95179784	0.9190864	0.76221156	0.6123363	0.6418513	0.78483075	0.8955739	1.0	0.77130795	0.8290736	0.43709838	0.709905	0.9411172	0.99892235	0.8348402	0.8187149	0.69383574	0.83842087	0.61971307	0.8065644	0.9759583	0.5850192	0.9803528	0.47317976	0.8471035	0.79930806	0.9331267	0.9424288	0.95761126	0.6821426	0.97175443	0.7065971	0.7755873	0.74365246	0.96144277	1.0	0.96175593	0.95207655	0.8701577	0.8810557	0.89434224	0.8185722	0.8168177	0.56241953	0.6978396	0.7321581	0.8103841	0.8623856	0.80961126	0.78802985	0.77503103	0.960292	0.7681441	0.5938083	0.82947224	0.9598515	0.9205665	0.92073256	0.83365405	0.8911431	0.3982318	0.7470352	0.89428425	0.9139666	0.98324096	0.76106334
plek/noun	0.53716624	0.9086315	0.9205873	0.7703992	0.67510545	0.8261969	0.8348814	0.77870345	0.8922357	0.9996251	0.87796164	0.81310093	0.93441844	0.9928288	0.90674454	0.87569654	0.80576074	0.9052702	0.9480612	0.0	1.0	0.66344017	0.86322737	0.5400498	0.650607	0.877447	0.86490035	0.92672193	0.43064654	0.4976846	0.93693835	0.9186997	0.905616	0.77821106	0.8611513	0.8305199	0.59131473	0.7589935	0.9816838	0.76662284	0.8705863	0.9260452	0.9445436	0.84373593	0.8990726	0.9176489	0.8011748	0.72994804	0.81860137	0.95167047	0.9260084	0.637921	0.6881269	0.9898144	0.98404044	0.56608427	0.617366	0.98558027	0.9713528	0.7274729	0.83935684	0.8958544	0.4640324	0.8269749	0.82821226	0.98508966	0.9220978	0.6732743	0.5847907	0.39486766	0.39575344	0.77867234	0.9683499	0.91399205	0.8980587	0.87262	0.80756325	0.62001747	0.5314488	0.9316805	0.72328377	0.94879395	0.88274574	0.99241227	0.7757845	0.7768923	0.8716814	0.92168754	0.73596704	0.7119007	0.69287574	0.5507767	0.87462866	0.8909828	0.93811005	0.9401324	0.6704916	0.91093004	0.94185436	0.9266981	0.89431006	0.9334711	0.86195177	0.99705046	0.73020303	0.73226386	0.75604236	0.9498937	0.7100047	0.9788462	0.9157459	0.8075133	0.7158751	0.8199529	0.9958901	0.8800126	0.9677995	0.9857449	0.7477131
tribunaal/noun	0.98223174	1.0	0.96882015	0.97668546	0.9323015	0.9196017	0.9691917	0.97554076	0.9478125	1.0	0.99048907	1.0	0.92272997	0.7789651	0.8798463	0.97929406	0.9947764	0.9966505	0.9390054	1.0	0.0	0.97283083	1.0	0.97410035	0.8801832	0.42876762	0.93422955	0.9999926	0.9780086	0.858472	0.959067	0.91804934	0.7403693	0.9579714	0.99860585	0.7531265	0.97391874	0.9534277	0.9866383	0.99037004	0.98187506	0.9339001	0.9988219	0.80043745	0.9849436	0.9757877	0.9673957	1.0	0.84507716	0.94674015	0.85479397	0.9168992	0.93706626	0.94334257	0.98261726	0.9775914	0.9613037	0.9503651	0.985515	1.0	0.7576909	0.98854005	0.97476554	0.996738	0.9862004	1.0	1.0	0.75130975	0.9577312	0.97851837	1.0	1.0	0.9276788	0.63666487	0.93269086	0.947326	0.97965366	0.99963236	0.9463848	0.9911202	0.9894938	0.9559154	0.9761734	0.8170051	0.95936507	0.9667523	0.9565165	0.5538531	0.9951525	0.7180021	0.8510798	0.90075165	0.71045136	1.0	0.9429067	0.95835364	0.98758966	0.8062727	0.96501464	0.97155297	0.9445355	0.9275197	0.9406064	0.8529086	0.9982319	0.99089944	0.9297981	0.91212845	0.9574597	0.9701521	0.98123926	0.9764898	0.9555782	0.97878116	0.9932199	0.9975342	0.96367073	0.5522785	0.87798214
kunst/noun	0.6501467	0.9465285	0.8682507	0.73646665	0.64854044	0.62687707	0.7491553	0.759059	0.75928825	0.85482234	0.91599315	0.8118029	0.91249317	0.7727337	0.8317437	0.6231626	0.809681	0.86979014	0.80249155	0.66344017	0.97283083	0.0	0.7110126	0.57469857	0.6811471	0.9971381	0.6595454	0.94129825	0.698884	0.7228228	0.81221104	0.83549887	0.8333634	0.8615137	0.6776814	0.73914015	0.8027588	0.8428384	0.8505027	0.95286936	0.6468658	0.8781726	0.6591356	0.97183335	0.7624777	0.8595697	0.7289237	0.7196065	0.64346385	0.81559336	0.7561329	0.7437804	0.8606346	0.9906884	0.9591345	0.68991905	0.47990537	0.8512794	0.892903	0.6838269	0.9807333	0.83739686	0.61379516	0.64561754	0.85097146	0.94764775	0.9351276	0.8118851	0.756912	0.6258619	0.64537716	0.6799705	0.9313321	0.9528867	0.68692875	0.9350977	0.6909668	0.80160505	0.63135636	0.91558397	0.85831326	0.9429596	0.5871224	0.90151465	0.7172215	0.6557742	0.66979146	0.9670661	0.84300894	0.8927889	0.8296981	0.8380315	0.794389	0.8165277	0.9490236	0.8996076	0.60701466	0.8975146	0.85058814	0.8205239	0.82455385	0.90738255	0.7133473	0.90394247	0.76364905	0.5389216	0.6601734	0.75354266	0.86493844	0.91889423	0.9174757	0.8514082	0.71400815	0.5606366	0.8331917	0.69087636	0.9428767	0.94698715	0.71075404
passage/noun	0.8424909	0.91859764	0.8851381	0.83612967	0.602381	0.92672235	0.60211945	0.96404207	0.42149538	1.0	0.8029206	0.63119036	0.98960716	0.7176713	0.8148227	0.39565533	0.82254153	0.86604387	0.60737574	0.86322737	1.0	0.7110126	0.0	0.73356193	0.7242496	0.97895014	0.58579266	0.8867318	0.8328746	0.8640869	0.64503807	0.6538374	0.9405603	0.72423863	0.7944236	0.888641	0.76867026	0.7320256	0.5679779	0.7639066	0.6049892	0.98019636	0.44259965	0.9497038	0.6365562	0.8940441	0.8623206	0.8233917	0.8698431	0.87614256	0.6084754	0.8547614	0.96559495	0.97032887	0.9431956	0.81949174	0.60590136	0.5508807	0.93782556	0.80800116	0.92039406	0.84302074	0.66004455	0.38870817	0.8658495	0.96609974	0.9774741	0.72149324	0.8910486	0.72413194	0.8779287	0.66767097	0.8896671	0.9900424	0.60898054	0.9991072	0.4439528	0.90038115	0.8455368	0.99762005	0.9620702	0.7657573	0.66770995	0.9911322	0.5843004	0.72095865	0.70949507	0.9506906	0.9100456	0.89071774	0.92458373	0.75527275	0.84135693	0.70279574	0.9236565	0.773358	0.5648427	0.84560585	0.8091961	0.9160671	0.8613113	0.88515884	0.5912472	0.8203283	0.8768692	0.58259904	0.81189936	0.79303753	0.96276283	0.82434106	0.91492313	0.8526557	0.88435453	0.4789968	0.62340045	0.9506651	0.95342755	0.97692496	0.74331164
tegelijk/adj	0.42578447	0.832467	0.7658225	0.5779822	0.5503399	0.6215801	0.6634892	0.90535724	0.6978706	0.9050542	0.9532976	0.7604702	0.85350186	0.93833387	0.9254772	0.6617031	0.6603064	0.8387234	0.7855224	0.5400498	0.97410035	0.57469857	0.73356193	0.0	0.8488617	0.9515272	0.5899706	0.91491145	0.65135336	0.7295904	0.84403414	0.7639205	0.7468173	0.7302964	0.5545063	0.729289	0.6214578	0.7045461	0.7592732	0.88857263	0.6839555	0.93932444	0.65684396	0.7713028	0.81889534	0.77363366	0.65561485	0.57533026	0.71158814	0.7900555	0.82567644	0.7157701	0.88628465	0.87289536	0.95197165	0.49893582	0.33183593	0.75952077	0.8595396	0.5177958	0.8839012	0.7324743	0.6167525	0.5760274	0.81270814	0.89497536	0.975071	0.7075072	0.53919375	0.62092125	0.59833086	0.6523255	0.9270842	0.9151148	0.6134581	0.84881794	0.6455306	0.75245166	0.57293206	0.8015927	0.7691909	0.91431665	0.5554301	0.943593	0.68655145	0.4353925	0.7107424	0.94270486	0.8500365	0.7189898	0.76091	0.6374762	0.8716614	0.7987401	0.88245296	0.83698064	0.46517223	0.9026635	0.68584347	0.7403445	0.8736242	0.81290215	0.6150745	0.85395384	0.62689316	0.64703596	0.7198143	0.8815459	0.73989284	0.8593685	0.87032336	0.74442255	0.5752942	0.5554128	0.8614123	0.7844566	0.91536295	0.96962166	0.73203635
monument/noun	0.84483385	0.98166746	0.900812	0.76887566	0.676623	0.86641276	0.9394458	0.96223235	0.8144257	0.9997076	0.9835541	0.855777	0.8154734	0.850005	0.7841416	0.7746985	0.9508685	0.93523955	0.95165455	0.650607	0.8801832	0.6811471	0.7242496	0.8488617	0.0	0.96269184	0.8903193	0.89658475	0.46583694	0.59268224	0.8968181	0.90463746	0.9374987	0.9054457	0.962735	0.81244135	0.85048676	0.8937659	0.9718402	0.90213495	0.69328386	0.7154404	0.88448304	0.9715093	0.70655656	0.93390965	0.9402311	0.9697157	0.6345191	0.9133839	0.94208527	0.75738513	0.91039556	0.98042786	0.9723052	0.73197395	0.6441804	0.9768427	0.8912007	0.9816172	0.90652436	0.8778051	0.5412172	0.8577794	0.8809089	0.98577195	0.77594894	0.6085152	0.9122376	0.68491864	0.7129487	0.768478	0.9663465	0.9875752	0.8632025	0.8212496	0.8946626	0.87877154	0.6692958	0.9562471	0.867427	0.9370967	0.88853717	0.7570005	0.7041006	0.9233919	0.7796776	0.9581601	0.8484831	0.86663175	0.76720303	0.8599599	0.60806787	0.87482727	0.951402	0.81537783	0.8163346	0.9331239	0.939731	0.9130772	0.830831	0.7690238	0.8277056	0.97775126	0.91251415	0.67298913	0.7878089	0.9356234	0.9727812	0.8575971	0.81604934	0.86142665	0.9347346	0.87302935	0.794089	0.95765686	0.9483204	0.97128546	0.81696546
mandaat/noun	0.9260013	0.9684132	0.9850646	0.9337586	0.96974134	0.9137677	0.9433756	0.9838305	0.9087253	1.0	0.94459796	0.9851746	0.90977407	0.88745105	0.7660185	0.9278305	0.9749678	0.9957277	0.9345111	0.877447	0.42876762	0.9971381	0.97895014	0.9515272	0.96269184	0.0	0.91806805	0.97840124	0.87241054	0.79491895	0.92485017	0.9036277	0.8258579	0.95935225	0.97259617	0.64341855	0.9285881	0.9602746	0.92598677	0.86215526	0.97924256	0.997637	0.97516626	0.8930724	0.9327582	0.9712415	0.9541875	0.93453443	0.9243718	0.9218565	0.7877784	0.770355	0.93863285	0.91175604	0.9500311	0.9888343	0.9689841	0.9411974	0.97828436	0.9765253	0.59685755	0.98050356	0.92035645	0.96836424	0.98590004	0.99643326	0.93103296	0.785697	0.9055587	0.97496504	0.8826193	0.97536486	0.9690399	0.8850116	0.9093461	0.77671874	0.96152925	0.92681545	0.9250761	0.99647355	0.9840283	0.9804557	0.97860146	0.944627	0.9522989	0.9625775	0.9772523	0.17393792	0.98450536	0.8104401	0.9577788	0.89016235	0.88037014	0.8353226	0.9782319	0.99521196	0.97438747	0.74789286	0.95146966	0.954614	0.9308106	0.95678985	0.9504147	0.92944944	0.9742854	0.925083	0.9733822	0.92913306	0.964136	0.9797043	0.94932073	0.9696312	0.943871	0.97883624	0.95119303	0.98333883	0.98788023	0.8124918	0.92381877
harmonie/noun	0.80566746	0.88461906	0.7631812	0.60983074	0.48307627	0.6530099	0.4758035	0.93557924	0.5642862	0.89541674	0.91092324	0.78299206	0.93534184	0.6387343	0.8901117	0.4239015	0.8559995	0.6980009	0.5228584	0.86490035	0.93422955	0.6595454	0.58579266	0.5899706	0.8903193	0.91806805	0.0	0.79938364	0.908172	0.78171104	0.65677774	0.599507	0.85382515	0.8251503	0.6548978	0.5585595	0.86038357	0.7106654	0.544556	0.97426265	0.8256905	0.9325351	0.3960452	0.6558152	0.65924025	0.86110365	0.4093017	0.79382455	0.55910444	0.80317783	0.7213249	0.88852644	0.92580175	0.90061295	0.8345918	0.784885	0.35375392	0.5228553	0.92451936	0.73367596	1.0	0.60269076	0.73443174	0.4355914	0.8083252	0.9025182	0.976429	0.70265114	0.50151503	0.7626227	0.8085735	0.51959753	0.7959637	0.9982188	0.29425246	0.978383	0.50731015	0.7056252	0.77613074	0.95926666	0.96555334	0.918141	0.2989276	0.89156073	0.6635128	0.44693977	0.8030287	0.84476227	0.91608703	0.8571423	0.9222958	0.81876266	0.8086738	0.8165816	0.819341	0.8404645	0.462411	0.8688576	0.6810322	0.83830947	0.75257546	0.97498214	0.6685131	0.88208884	0.78593516	0.61072457	0.5742179	0.66908765	0.7972316	0.83123755	0.92455643	0.747983	0.5992146	0.3849659	0.6849921	0.88834584	0.8793385	0.98832947	0.73926175
naam/noun	0.954253	0.94303524	0.71472967	0.80485415	0.76752913	0.90283114	0.7063587	0.9721522	0.6023376	1.0	0.9665899	0.9279337	0.94427985	0.7844339	0.9624314	0.8711179	0.9124235	0.70319635	0.7371162	0.92672193	0.9999926	0.94129825	0.8867318	0.91491145	0.89658475	0.97840124	0.79938364	0.0	0.8910857	0.90303785	0.5977075	0.6455692	0.8764998	0.92028	0.89586633	0.96777433	0.72384536	0.9567541	0.63105965	0.98494	0.9578401	0.79020476	0.73101926	0.9404606	0.6447736	0.99083686	0.98839134	0.9387038	0.8622675	0.83920956	0.97863144	0.96123874	0.884799	0.8146534	0.9753506	0.90433615	0.93726695	0.79047364	0.805178	0.97706664	0.9956106	0.9597167	0.81788135	0.8777633	0.8504536	0.966913	0.9976972	0.87865126	0.98351794	0.82416224	0.9667699	0.8776715	0.829779	0.98640627	0.8413967	0.9453358	0.7701346	0.9860328	0.9287545	0.8675102	0.9513601	0.9780104	0.92471576	0.9515852	0.81797457	0.9603537	0.94002634	0.9268599	0.96837234	0.9544255	0.96919274	0.9059316	0.7739255	0.896562	0.93312645	0.92057747	0.87946904	0.95218664	0.79894733	0.8823723	0.6707294	0.98301655	0.8353926	0.9608632	0.96195114	0.87744355	0.944168	0.9789989	0.82899606	0.71614766	0.98463494	0.8604207	0.9789817	0.67484343	0.5424452	0.8815703	0.9736079	0.9892418	0.85917026
