	KLM/name	been/noun	immers/adv	langzaam/adj	alsof/comp	mag/verb	inmiddels/adv	zoals/comp	dan/adv	per/prep	Litmanen/name	hoofd/noun	regering/noun	hoog/adj	in/verb	vorder_terug/verb	accijns/noun	loon_belasting/noun	belasting_dienst/noun	teatraal/adj	nergens/adv	verzekeraar/noun	hand/noun	ministerie/noun	ook/adv	Lanaken/name	sanctie/noun	te/prep	tegelijk/adj	handpalm/noun	om/comp	belasting/noun	louter/adj	Camiel/name	premie/noun	frank/noun	heffing/noun	echter/adv	boete/noun	stad/noun	die/det	zij/pron	nu/adv	arm/adj	Informatie/name	glas/noun	hierover/pp	land/noun	daarna/adv	voortaan/adv	en/vg	entree/noun	vinger_DIM/noun	sinds/prep	LPF_minister/noun	hulpeloos/adj	maandag_avond/noun	feestganger/noun	anno/prep	ze/pron	Canada/name	toegang/noun	alvast/adv	rente/noun	voorheffing/noun	bovendien/adv	Henk/name	heer/noun	als/comp	opcentiemen/noun	omdat/comp	tarief/noun	toch/adv	zondag_middag/noun	energie/prefix	het/det	vertwijfeld/adj	Francis/name	lach/adj	netjes/adj	instantie/noun	men/pron	lidstaat/noun	procent/noun	Griek/noun	onroerend_zaak_belasting/noun	verontschuldig/adj	op/prep	beeld_DIM/noun	vinger/noun	ter/prep	boven/prep	over/prep	provincie/noun	terwijl/comp	glas_DIM/noun	dankbaar/adj	inkomst_belasting/noun	toeslag/noun	statie_geld/noun	opslag/noun	meer/adj	staat/noun	toegang_prijs/noun	arm/noun	hij/pron	bovenop/prep	successie_recht/noun	hak/noun	invoer_recht/noun	even/adj	keer/noun	overheid/noun	wanneer/comp	triomfantelijk/adj	tol/noun	fiscus/noun	laag/adj	percentage/noun	administratie/noun	aanvankelijk/adj	taksen/noun	vanaf/prep	hoopvol/adj	zonder/comp	gemeente/noun	eventueel/adj	toelage/noun	dwingend/adj	college_geld/noun	milieu_belasting/noun	taks/noun	of/vg
Henk/name	0.9917547	0.8980656	0.9829013	0.87602603	0.7477865	0.9588738	0.90473795	0.89002454	0.8875301	0.94881195	0.72435415	0.6424055	0.99963874	0.97513103	0.9907796	0.9821794	0.99553984	0.9967491	0.91820574	0.9194925	0.9605941	0.98080724	0.6977551	0.9894231	0.95962214	0.9908906	0.9947594	0.8829616	0.7959701	0.978209	0.9638184	0.9969374	0.93790495	0.98691034	0.99809223	0.95464015	0.9904898	0.9632689	0.98537934	0.98163676	0.9643616	0.86731577	0.93833536	0.8311523	0.933497	0.78455746	0.9868678	0.9884845	0.9064453	0.9741007	0.8936572	0.7178289	0.96172065	0.9438242	0.9611797	0.70307934	0.8957382	0.959521	0.78140926	0.72731173	0.9808708	0.9240348	0.9067426	0.99848646	0.9992997	0.994299	0.0	0.7518123	0.9072254	0.9969488	0.97423583	0.9924258	0.9685931	0.8549611	0.96999735	0.9270858	0.7974713	0.9704226	0.72827065	0.9551579	0.82357234	0.93826574	0.9861055	1.0	0.85731435	0.995084	0.68696404	0.9803401	0.9095895	0.85513663	0.9590486	0.8421143	0.9591166	0.9950384	0.7510276	0.89898396	0.83883184	0.9965575	0.9781894	0.9876707	0.9911189	0.9924973	0.9940653	0.91501117	0.7099491	0.6129123	0.90737975	0.9965309	0.93963635	0.98878735	0.7693596	0.9551849	0.97129077	0.8283004	0.5849804	0.99375784	1.0	0.97980416	0.9921833	0.9642571	0.9825835	0.99278605	0.9176934	0.71087813	0.9825761	0.9962301	0.98997635	0.9989681	0.8914408	0.9939045	0.9977406	0.99626386	0.94768137
heer/noun	0.9508854	0.7455675	0.9487556	0.76941824	0.68166864	0.8466751	0.7469504	0.88077676	0.7882639	0.9662113	0.89005077	0.72630155	0.91306037	0.9158034	0.91941184	0.8767691	0.95099217	0.921486	0.8640442	0.7729101	0.80268884	0.90703946	0.71180224	0.91413486	0.9230467	0.9848062	0.9712933	0.82427204	0.6886956	0.68288594	0.82690287	0.90815675	0.6740639	0.64977616	0.8947216	0.99490404	0.9360512	0.9069871	0.8721833	0.98149854	0.8550254	0.7844722	0.7667665	0.85975206	0.9829108	0.80392253	0.98247063	0.951234	0.7746425	0.85585606	0.76853335	0.8479356	0.52259064	0.93545103	0.8616363	0.74308324	0.93468726	0.95852214	0.7494687	0.63632894	0.82404023	0.93488	0.822266	0.8916762	0.9621147	0.9389324	0.7518123	0.0	0.7455807	0.97134656	0.89860326	0.93477875	0.7768824	0.8879689	0.9164722	0.78085613	0.78386676	0.8910243	0.5503551	0.63103795	0.8196911	0.8064983	0.87682444	0.9406846	0.8291725	0.9618277	0.852096	0.9419816	0.8476513	0.70728934	0.8879607	0.86945105	0.9656835	0.9842516	0.72763526	0.8702408	0.7364383	0.8936547	0.9270172	0.9630009	0.95995826	0.9257265	0.91105556	0.90030026	0.69954634	0.62696016	0.9586996	0.9040457	0.8397428	0.9317911	0.6384742	0.9438632	0.8505148	0.70709133	0.78629214	0.8816044	0.902246	0.95189774	0.88072497	0.92730117	0.8591185	0.8984902	0.96791065	0.75116897	0.7936328	0.96193075	0.94761646	0.9568701	0.8922028	0.8931079	0.9646366	0.9591985	0.85990584
als/comp	0.8833095	0.82792073	0.54960644	0.7974492	0.44753855	0.5064423	0.6804243	0.61110866	0.37807167	0.7624027	0.9051221	0.8602249	0.6459439	0.72117025	0.62547934	0.61334693	0.7324375	0.7450746	0.6758638	0.9295994	0.7560018	0.7152921	0.76647377	0.86619174	0.5816169	0.9486649	0.7174933	0.8757039	0.70551145	0.7561442	0.49981767	0.6371474	0.8164658	0.9413166	0.7720952	0.7703639	0.64906645	0.6071749	0.71778464	0.83865094	0.6063955	0.67443043	0.48105448	0.83083886	0.92514336	0.8284678	0.73750496	0.79806685	0.64249146	0.5981819	0.7836091	0.90195954	0.6971334	0.9020049	0.8204479	0.7262986	0.9571827	0.9523144	0.92651415	0.6872456	0.95529056	0.95299006	0.7282225	0.76689076	0.75984627	0.4586261	0.9072254	0.7455807	0.0	0.8577139	0.35637552	0.7811802	0.51120263	0.919964	0.907155	0.8138962	0.79058045	0.8914902	0.7264651	0.54662675	0.64910924	0.69131136	0.66597414	0.8078944	0.8734504	0.9473037	0.7899296	0.76681125	0.91447407	0.8357045	0.87726104	0.8124551	0.72040856	0.90356773	0.5946276	0.83470774	0.67968416	0.7627374	0.8187047	0.9060036	0.9039814	0.7490506	0.73608303	0.94833165	0.7935846	0.7544308	0.68475163	0.791968	0.9134397	0.803506	0.6053117	0.79266816	0.66027355	0.32530284	0.81379503	0.7418364	0.70412695	0.72359824	0.7940918	0.7795265	0.6985303	0.7770957	0.72501457	0.84901226	0.6289181	0.8005841	0.57235247	0.84026873	0.81336725	0.779319	0.8330476	0.86700463	0.68825626
opcentiemen/noun	0.81739634	0.9733105	0.430968	0.8544368	0.9409534	0.8530402	0.9049474	0.7561654	0.7921198	0.66938734	0.9924966	0.987213	0.64580375	0.5697897	0.37081826	0.80329263	0.496337	0.51644546	0.56747216	0.9918809	0.794658	0.8361737	0.97601557	0.9159613	0.82008255	0.81057554	0.9053275	0.88082415	0.87293315	0.9780382	0.69671726	0.3235677	0.8222219	0.99763274	0.5708928	0.5843909	0.39776278	0.8028596	0.62971616	0.5888387	0.64734995	0.7928995	0.8738859	0.8872359	0.97995335	0.9763214	0.7043197	0.7868647	0.98965913	0.5407113	0.74756455	0.90266395	0.9299628	0.86038023	0.97309023	0.9668938	0.96284664	0.92533034	0.8218237	0.9625669	0.8824079	0.9000179	0.8251631	0.4771219	0.2814933	0.5358665	0.9969488	0.97134656	0.8577139	0.0	0.77394503	0.3311273	0.9185078	0.9388961	0.4847412	0.9072475	0.98141855	0.95526665	0.9907947	0.6917229	0.75930107	0.7703251	0.76975167	0.41631562	0.98726404	0.5952325	0.9918413	0.5209887	0.9776108	0.9521013	0.88910675	0.74819696	0.7820516	0.4902072	0.68353355	0.9753261	0.98276025	0.4296462	0.6299858	0.80055046	0.77462316	0.63287854	0.69073915	0.87668407	0.9681134	0.9805737	0.56848425	0.31212914	0.9187869	0.605028	0.98670375	0.9209853	0.46228737	0.72994864	0.9855956	0.6955924	0.505975	0.44831115	0.43046546	0.6927849	0.95338666	0.5128542	0.58375156	0.9750857	0.76182413	0.45000178	0.6215603	0.7509563	0.8882909	0.78243923	0.32294	0.5336423	0.7004201
omdat/comp	0.7731223	0.90517855	0.37012154	0.9005623	0.6306626	0.4860847	0.7043916	0.5774977	0.570205	0.6344038	0.93983054	0.90378636	0.53106606	0.5591054	0.43763775	0.48798555	0.47989804	0.58319074	0.589432	0.8887578	0.70998096	0.57578385	0.87845737	0.73384714	0.66526985	0.87353647	0.65368694	0.74102104	0.6656048	0.8793938	0.5332527	0.4568286	0.8094836	0.9078619	0.5715099	0.5877091	0.44191176	0.51432145	0.4934131	0.71394575	0.5078615	0.65399754	0.69727486	0.8119194	0.90391505	0.8718601	0.64129484	0.68970925	0.8276502	0.38393754	0.6547818	0.8538752	0.84779596	0.8234879	0.912021	0.845404	0.9737661	0.9343221	0.959252	0.83740366	0.81724393	0.7901292	0.7456875	0.5843322	0.64986956	0.30619574	0.97423583	0.89860326	0.35637552	0.77394503	0.0	0.62431335	0.7693428	0.9458537	0.8644439	0.84599835	0.7871412	0.84094685	0.73469865	0.6637955	0.553485	0.7286457	0.60851383	0.626906	0.9008711	0.7867225	0.84074384	0.61967623	0.95319617	0.8753233	0.7550212	0.7921907	0.7076125	0.7826796	0.6185389	0.92270714	0.7105106	0.59034777	0.6748032	0.6882938	0.78334635	0.6835495	0.70080376	0.91530484	0.8907732	0.89348024	0.52053356	0.6386646	0.8596636	0.5506797	0.8788756	0.8027469	0.49667424	0.46852416	0.8900627	0.60777146	0.5692012	0.5512644	0.66032094	0.57948744	0.5980492	0.61481345	0.6393506	0.88996065	0.5767762	0.6576742	0.45979315	0.7789156	0.74599314	0.6506896	0.7175468	0.5953409	0.5943501
tarief/noun	0.7050612	0.97456104	0.35284132	0.8440297	0.8926496	0.6805395	0.7880009	0.6528717	0.7165264	0.5101646	0.96420014	0.908792	0.60421586	0.3641104	0.36743444	0.6669461	0.38336784	0.42571062	0.50848794	0.97990555	0.7693805	0.6067966	0.9546537	0.81306267	0.77698207	0.87143636	0.8528263	0.85496706	0.72128034	0.987182	0.580202	0.23227793	0.79613125	0.9924824	0.34925318	0.5250945	0.19730216	0.7318028	0.48648155	0.7418327	0.6613436	0.6760864	0.80182344	0.8937006	0.9713005	0.92621493	0.4298908	0.70774543	0.9754698	0.37220752	0.593208	0.8854846	0.9589691	0.7304655	0.9577807	0.96998227	0.9615581	0.91247785	0.9229022	0.94993687	0.78778803	0.76452327	0.78594434	0.30189794	0.34695655	0.46112216	0.9924258	0.93477875	0.7811802	0.3311273	0.62431335	0.0	0.9081196	0.95264804	0.71563363	0.8941557	0.9642268	0.97170883	0.98178214	0.6724529	0.7572432	0.8037861	0.6644401	0.22781605	0.9854487	0.34019363	0.9885251	0.53823686	0.9280757	0.9658953	0.8255423	0.6555784	0.56048286	0.6929854	0.6598059	0.92796016	0.9601207	0.21908432	0.56011784	0.77479035	0.7226471	0.67343986	0.579295	0.704566	0.9785692	0.96329826	0.4626906	0.3501547	0.82949066	0.4092883	0.9726611	0.7537148	0.4105432	0.66603	0.9706316	0.6450194	0.41079462	0.26925695	0.30408007	0.65044594	0.8536297	0.4971758	0.41048473	0.96631765	0.595421	0.5154724	0.47094017	0.74234	0.92048	0.7123066	0.42432433	0.5725304	0.62083054
toch/adv	0.96275586	0.8583143	0.8135394	0.72757924	0.689106	0.6044333	0.9403645	0.79366285	0.52997935	0.910908	0.91984665	0.92302144	0.8850565	0.9124016	0.8830006	0.8799375	0.906821	0.96447194	0.91274345	0.9118044	0.7219835	0.9554809	0.88319194	0.9866198	0.50139713	0.96927685	0.9023809	0.9137229	0.58780605	0.8302187	0.78651017	0.8796121	0.90403867	0.9963762	0.9485223	0.9433715	0.91280925	0.6307334	0.93795276	0.93327993	0.70344305	0.74215186	0.6304182	0.93169975	0.9954203	0.87532616	0.8853213	0.90706974	0.71173275	0.84967816	0.91437864	0.9594858	0.7708886	0.97145396	0.77902675	0.7964593	0.9620961	0.7771932	0.9101124	0.5869664	0.97531784	0.9575937	0.5942403	0.9197805	0.9498563	0.8268757	0.9685931	0.7768824	0.51120263	0.9185078	0.7693428	0.9081196	0.0	0.8112029	0.9969483	0.9192485	0.70274353	0.9945647	0.7378067	0.6847024	0.9184587	0.53947306	0.86460316	0.93094695	0.9029809	0.9798362	0.7926918	0.9312413	0.91784513	0.88964707	0.9416105	0.89424926	0.8620831	0.9652348	0.8272007	0.71867734	0.6171514	0.90047467	0.95136154	0.95448446	0.95140195	0.7356527	0.90648115	0.9684357	0.8727983	0.69023657	0.9116905	0.9118683	0.95356464	0.9296977	0.5696324	0.9028861	0.84159315	0.6833283	0.7864993	0.84863687	0.8871271	0.94358826	0.8646953	0.93316007	0.7294562	0.88043094	0.8280696	0.6561539	0.8569412	0.9285863	0.89816564	0.96407163	0.744493	0.8953272	0.9397206	0.95606804	0.8670802
zondag_middag/noun	0.9277789	0.9148491	0.9619939	0.9587773	0.79967105	0.7226853	0.9880697	0.93382293	0.81821793	0.88979816	0.94134367	0.8278194	0.97951734	0.9563793	0.9803283	0.97617155	0.9508413	0.94411004	0.9672712	0.9266433	0.9193262	0.9804593	0.73309934	0.9758746	0.9224989	0.8984378	0.95977324	0.90556073	0.81348705	0.9304981	0.9059879	0.9639263	0.80768514	0.98172015	0.97268254	0.9202687	0.9433492	0.84533536	0.94316226	0.98024994	0.9216886	0.9548785	0.85832375	0.88269687	0.975309	0.78814054	0.95332396	0.96964705	0.78669584	0.924968	0.9157555	0.68325514	0.9119073	0.7688143	0.9398286	0.97245127	0.3450241	0.63968503	0.80825233	0.84423256	0.9280212	0.89662576	0.6423181	0.9384852	0.94773066	0.97725725	0.8549611	0.8879689	0.919964	0.9388961	0.9458537	0.95264804	0.8112029	0.0	0.9998868	0.8586873	0.87011033	0.9575824	0.6848631	0.90441674	0.9033147	0.86253184	0.9647107	0.99332535	0.7657329	0.9650037	0.7907548	0.82623833	0.5559802	0.8352965	0.917503	0.8714257	0.94688874	0.96600974	0.7729017	0.6414273	0.71778035	0.96208495	0.9067538	0.9090796	0.9425502	0.921286	0.9954168	0.76801896	0.7857168	0.77218133	0.8987819	0.95809877	0.9367696	0.94426614	0.6749328	0.94937474	0.9880793	0.854828	0.623487	0.9756598	0.9728535	0.9549543	0.9461295	0.9610497	0.8917274	0.93070585	0.7839378	0.69173145	0.9721421	0.97489786	0.9585689	0.932521	0.8759815	0.9854555	0.97657996	0.932961	0.81314623
energie/prefix	0.8771735	0.9548842	0.617638	0.7784324	0.9880495	0.95312023	0.8926625	0.79067653	0.9205688	0.7098254	0.98118335	0.9210892	0.67407084	0.79264104	0.6099031	0.91291094	0.7564987	0.6570455	0.8612747	0.9658742	0.84182847	0.91398126	0.9552074	0.9834623	0.8000011	0.94451386	0.9050835	0.8626687	0.9314072	0.976021	0.7007082	0.6854595	0.9644929	0.98610735	0.79849404	0.67066157	0.6309917	0.8144727	0.82367635	0.8584113	0.8671157	0.9696043	0.87523615	0.87884986	0.9838957	0.7628133	0.94861746	0.88963294	0.9090967	0.7459985	0.8592255	0.9696121	0.96649104	0.91405416	0.92788523	0.9601077	0.9999348	0.9533111	0.8747794	0.9900002	0.9179934	0.9915293	0.99130106	0.6539308	0.6727374	0.6941823	0.96999735	0.9164722	0.907155	0.4847412	0.8644439	0.71563363	0.9969483	0.9998868	0.0	0.8469388	0.9732542	0.9892084	0.9817909	0.9335714	0.83096635	0.83561355	0.8230195	0.7178097	0.9698379	0.90777785	0.98793304	0.6172538	0.93860835	0.97379607	0.7285087	0.7439752	0.8764401	0.8107814	0.88725674	0.94701684	0.9939805	0.82164705	0.79775554	0.7128246	0.7365639	0.9058292	0.9026377	0.933559	0.95683414	0.9899023	0.6852706	0.75890714	0.8726814	0.8548556	0.9883756	0.97143424	0.71372133	0.7627816	0.9706171	0.9011826	0.833096	0.64588296	0.7179506	0.8140408	0.94012046	0.6877438	0.8773081	0.9978075	0.86263204	0.79880494	0.7549726	0.88832164	0.9139135	0.86070526	0.5898771	0.609807	0.72104
het/det	0.908258	0.77578855	0.92917854	0.7421864	0.8173804	0.73818433	0.70179176	0.8053844	0.8856676	0.7245916	0.96491814	0.79698795	0.8318645	0.7115358	0.81928366	0.75425726	0.84046483	0.88043535	0.82886493	0.91845906	0.7503922	0.8073835	0.77647424	0.75041455	0.9311432	0.9757432	0.83868617	0.8098448	0.9146041	0.74221927	0.7407005	0.8587842	0.87881255	0.96918494	0.8852	0.9078083	0.83662117	0.8451904	0.9133628	0.8953653	0.8688818	0.8374023	0.77354693	0.7107758	0.5832763	0.7730206	0.8750027	0.8886473	0.8764029	0.7958479	0.82944083	0.8333616	0.7802933	0.8248183	0.91863763	0.89992046	0.9074333	0.77717656	0.88116	0.8339428	0.88583463	0.8463954	0.8872291	0.8271604	0.8926308	0.83304095	0.9270858	0.78085613	0.8138962	0.9072475	0.84599835	0.8941557	0.9192485	0.8586873	0.8469388	0.0	0.86522543	0.88187826	0.6938858	0.82265383	0.83669055	0.84838486	0.8501601	0.8413696	0.955275	0.8832733	0.8608552	0.8610603	0.78821623	0.8454263	0.9066551	0.61710364	0.7859477	0.870048	0.7166226	0.8908019	0.9303755	0.85548675	0.89281476	0.8251119	0.80321604	0.94412124	0.9035518	0.88685733	0.7578503	0.82615787	0.89301443	0.8676994	0.8861072	0.9050249	0.775032	0.8926718	0.7642038	0.84447855	0.8512999	0.92295074	0.84054446	0.70849264	0.86749744	0.7711769	0.7078662	0.8781609	0.9363177	0.93626964	0.7649309	0.881042	0.8327752	0.874387	0.8515078	0.7031521	0.9257325	0.86217153	0.76068246
vertwijfeld/adj	0.9401764	0.4880175	0.86406755	0.7322219	0.5093229	0.87327373	0.8457906	0.93582153	0.86437446	0.9312216	0.95363027	0.7331825	0.96902966	0.9688027	0.9123754	0.8903429	0.9811466	0.8933302	0.9654269	0.77497005	0.9460467	0.87040687	0.6161229	0.9028324	0.8300066	0.9873463	0.9709293	0.7008662	0.7151644	0.6818886	0.89287865	0.9173194	0.9333667	0.8700492	0.9111176	0.96560925	0.93457514	0.737455	0.93516237	0.95421845	0.90586054	0.77329326	0.7927333	0.6433146	0.9487777	0.8670586	0.9490458	0.8991046	0.7481005	0.9004673	0.7838783	0.9280199	0.8705734	0.9557715	0.9469449	0.56374216	0.95564944	0.74267256	0.793965	0.72542167	0.93888974	0.9118243	0.7434269	0.9242986	0.90251887	0.8786318	0.7974713	0.78386676	0.79058045	0.98141855	0.7871412	0.9642268	0.70274353	0.87011033	0.9732542	0.86522543	0.0	0.90814155	0.5943036	0.7188697	0.77172065	0.73763514	0.85895485	0.9775925	0.77741706	0.98076874	0.46685028	0.8903961	0.84675395	0.69324446	0.99718624	0.7328126	0.7240083	0.9646098	0.55942583	0.84304154	0.7712208	0.90920305	0.9025978	0.9722871	0.84537745	0.93961674	0.9507492	0.97293913	0.54073405	0.7134292	0.9601349	0.91804194	0.89853734	0.9599519	0.62861013	0.9714574	0.91438943	0.77615654	0.63462543	0.882835	0.8812438	0.9818176	0.8702887	0.8586143	0.79842234	0.98258966	0.9354558	0.79337704	0.91850346	0.92701733	0.9908965	0.97224796	0.71581334	0.94048	0.96887076	0.9783853	0.8481528
Francis/name	0.95531493	0.9765335	0.9329226	0.9935766	0.95218974	0.9286434	0.86044836	0.90301085	0.9059969	0.9933346	0.9520198	0.9331658	0.8914818	0.9980446	0.8163254	0.6810585	0.86132896	0.7508511	0.73981595	0.9903368	0.9917698	0.72901124	0.9422324	0.5793947	0.9836223	0.96424174	0.86922896	0.961852	0.94022006	0.9729088	0.9626233	0.8296007	0.9163794	0.96408147	0.8441858	0.91894287	0.91558224	0.9529106	0.80750555	0.86756444	0.89878947	0.9557531	0.9065796	0.98020035	0.7987602	0.9522388	0.9195845	0.9837635	0.87821215	0.868778	0.9253773	0.8695286	0.904017	0.9450176	0.9865961	0.99275815	0.96754456	0.9813391	0.95776546	0.9154951	0.90347594	0.9620854	0.91810846	0.8712506	0.91753435	0.94353306	0.9704226	0.8910243	0.8914902	0.95526665	0.84094685	0.97170883	0.9945647	0.9575824	0.9892084	0.88187826	0.90814155	0.0	0.7468009	0.84178555	0.72671175	0.94247127	0.85439557	0.99734235	0.94940424	0.99417627	0.99910337	0.98548555	0.9588854	0.93604386	1.0	0.9821773	0.92688334	0.96420616	0.9409622	0.9844713	0.94319594	0.89883786	0.9147834	0.93536395	0.9873402	0.9674452	0.81764716	0.9880429	0.94715446	0.9253123	0.9939352	0.87546504	0.98321307	0.93968534	0.99211866	0.98572665	0.8239792	0.91609764	0.9366259	0.8563634	0.75479746	0.9969	0.95134425	0.75036985	0.9418442	0.8476999	0.9739052	0.9338514	0.9392148	0.8386232	0.8746624	0.887617	0.9615333	0.7821458	0.96233577	0.9266186	0.9543333
lach/adj	0.9630049	0.6060482	0.87851804	0.7173133	0.48002803	0.75912035	0.73643446	0.776232	0.7916508	0.8941315	0.7007346	0.64966667	0.8865958	0.9326493	0.89860004	0.8562908	0.9129243	0.8889968	0.8599623	0.6211076	0.79073536	0.85407436	0.5922921	0.88042635	0.7782427	0.98389906	0.87431	0.79583067	0.7745236	0.5797688	0.84129417	0.9161825	0.7205277	0.91753316	0.9427155	0.8930266	0.96989125	0.7897789	0.9132536	0.8764943	0.8074237	0.82095635	0.6896979	0.72775745	0.898507	0.65849006	0.9712909	0.9157365	0.72167856	0.9127177	0.7207478	0.64644307	0.6988679	0.8744984	0.97890013	0.72346854	0.83893824	0.84657526	0.7353406	0.6344903	0.9603434	0.93502593	0.7014508	0.92157763	0.96598476	0.9017786	0.72827065	0.5503551	0.7264651	0.9907947	0.73469865	0.98178214	0.7378067	0.6848631	0.9817909	0.6938858	0.5943036	0.7468009	0.0	0.6915537	0.8298048	0.7733353	0.8600181	0.96834457	0.6929281	0.98448646	0.48713505	0.917513	0.65364707	0.6444906	0.94363314	0.7318622	0.8975109	0.9705394	0.6605964	0.7205162	0.6150926	0.97671735	0.9436928	0.9499851	0.9443485	0.88510215	0.8457066	0.94514275	0.5755514	0.61218226	0.865955	0.94216526	0.8362907	0.9756889	0.5810394	0.8635771	0.8272691	0.68355966	0.42203397	0.9414859	0.881879	0.97994053	0.91109955	0.8594822	0.77526027	0.8991828	0.87737995	0.7164149	0.789379	0.9215594	0.8571935	0.9166605	0.71263707	0.8396611	0.99151754	0.95976764	0.7677605
netjes/adj	0.95439464	0.77520275	0.62846315	0.7826553	0.66253746	0.64588153	0.7839188	0.69865185	0.6377251	0.77442205	0.9579931	0.8800002	0.63507146	0.7139213	0.5634863	0.5354819	0.6325776	0.58313525	0.6221719	0.9019416	0.7583244	0.68590367	0.7780608	0.7581618	0.83773834	0.9182148	0.8822464	0.8522459	0.83425266	0.75237846	0.6927694	0.57407224	0.88689566	0.94938534	0.63900423	0.6975591	0.63003457	0.88454336	0.7246175	0.756701	0.6657777	0.69329345	0.72147644	0.8336369	0.9209106	0.7960439	0.76347816	0.89026475	0.6475592	0.6118823	0.6473986	0.92078006	0.71564245	0.90887314	0.86154234	0.73225695	0.929673	0.8681289	0.93992645	0.6851456	0.86200064	0.8945092	0.8654618	0.633543	0.74452555	0.6873094	0.9551579	0.63103795	0.54662675	0.6917229	0.6637955	0.6724529	0.6847024	0.90441674	0.9335714	0.82265383	0.7188697	0.84178555	0.6915537	0.0	0.7246753	0.6664394	0.688991	0.82499117	0.83694017	0.7700415	0.7478133	0.823763	0.8864418	0.8177996	0.97909415	0.848005	0.78556776	0.8520194	0.64780116	0.75589013	0.8378503	0.69573927	0.79689777	0.93183184	0.81641954	0.7233096	0.6528374	0.8611402	0.83220804	0.81278855	0.69840014	0.6931491	0.9376041	0.6496788	0.6048735	0.9265789	0.59069943	0.6922225	0.8626504	0.6863994	0.55775046	0.7497324	0.75661147	0.6585521	0.923332	0.7709204	0.66665256	0.9291158	0.68721974	0.70658	0.6895832	0.7768793	0.9124901	0.81297135	0.7810997	0.88479733	0.67823935
instantie/noun	0.8016976	0.90619427	0.64745224	0.95199406	0.6978837	0.79740185	0.6789319	0.796958	0.73478866	0.8754393	0.869231	0.82432413	0.7327976	0.84185237	0.66179407	0.53069234	0.7010516	0.53848875	0.5870569	0.98788136	0.875993	0.54435074	0.7239175	0.5283799	0.82316035	0.8931168	0.68989295	0.8079635	0.8277873	0.9275315	0.75989944	0.5897387	0.8946432	0.95199573	0.5666263	0.8283261	0.66596645	0.6619707	0.6152768	0.6997254	0.65341	0.7254381	0.80032635	0.7804115	0.76290256	0.86390495	0.72017246	0.88244015	0.82255644	0.58997595	0.8069842	0.7481741	0.86735696	0.85240424	0.9405099	0.77055514	0.8589137	0.9755602	0.92489797	0.7715122	0.87443453	0.9266089	0.79823804	0.64676756	0.6791252	0.66525626	0.82357234	0.8196911	0.64910924	0.75930107	0.553485	0.7572432	0.9184587	0.9033147	0.83096635	0.83669055	0.77172065	0.72671175	0.8298048	0.7246753	0.0	0.7541952	0.7445762	0.80250525	0.84300315	0.8446605	0.763209	0.8612789	0.95348	0.8128742	0.9400378	0.8493197	0.8066797	0.624723	0.68814737	0.9581427	0.92396796	0.64241445	0.69102824	0.84687334	0.86521864	0.83840466	0.65582496	0.9082998	0.7912533	0.7179384	0.7768255	0.58587873	0.7878	0.71521723	0.8146927	0.9114018	0.5223274	0.70820796	0.7643131	0.6607647	0.5405232	0.8338316	0.6826031	0.5138123	0.78964084	0.7131911	0.813257	0.88479215	0.8574584	0.5854496	0.67335933	0.63019156	0.7904134	0.6870825	0.8041437	0.724345	0.7980052
men/pron	0.87499595	0.8252123	0.6585782	0.6688647	0.7754558	0.55671597	0.9170122	0.68737113	0.5432395	0.82674044	0.90152746	0.8583315	0.61984926	0.83037835	0.78249246	0.80519414	0.72101223	0.72353077	0.84009707	0.8368066	0.656799	0.8673228	0.8562369	0.89241636	0.5219649	0.9533933	0.7127217	0.82945067	0.757447	0.89505833	0.7135993	0.74359214	0.7192714	0.9440134	0.86787236	0.8147894	0.73952377	0.58546543	0.8114722	0.82967454	0.5133124	0.37872982	0.58011675	0.8856683	0.9200184	0.9036294	0.8498186	0.8432484	0.81032574	0.7740055	0.8302463	0.92244685	0.77514267	0.97057974	0.81793964	0.74087346	0.89280754	0.75043046	0.7273978	0.40804064	0.9419845	0.9088175	0.74946463	0.78958666	0.828411	0.7303649	0.93826574	0.8064983	0.69131136	0.7703251	0.7286457	0.8037861	0.53947306	0.86253184	0.83561355	0.84838486	0.73763514	0.94247127	0.7733353	0.6664394	0.7541952	0.0	0.6668555	0.89927495	0.8276525	0.8790678	0.763767	0.8637312	0.8980681	0.784384	0.9014616	0.88782775	0.83718467	0.85073465	0.76814365	0.79297554	0.65725493	0.8196514	0.8360598	0.8619376	0.84669894	0.5887439	0.86785513	0.9379453	0.84952223	0.505048	0.79392684	0.80910707	0.89182734	0.78724504	0.57006764	0.92325026	0.6718845	0.6830184	0.8417274	0.74613523	0.7761682	0.84583056	0.89777	0.842497	0.80437607	0.74807334	0.7748186	0.6580889	0.81935513	0.75880295	0.75413454	0.88144577	0.74675924	0.7914316	0.72902846	0.8185888	0.70690405
