	schielijk/adj	Arafat/name	regel/noun	mogelijk/adj	inmiddels/adv	na/prep	stem/noun	dit/det	dan/adv	beslissing/noun	afgelopen/adj	rechtbank/noun	regering/noun	ijlings/adv	stelling/noun	ontslag/noun	gisteren/adv	beschuldiging/noun	hoewel/comp	of/vg	Bill/name	alles/noun	stellingname/noun	Bush/name	wetswijziging/noun	veiligheidsmaatregel/noun	desnoods/adv	noch/vg	mening/noun	getuigenis/noun	woord/noun	ook/adv	schoon_vader/noun	passage/noun	om/comp	Leterme/name	altijd/adv	al/adv	bezwaar/noun	overigens/adv	verbod/noun	staking/noun	boycot/noun	EADS/name	Lagos/name	echter/adv	vervolgens/adv	wegens/prep	die/det	uitspraak/noun	vonnis/noun	zij/pron	nu/adv	Hof/name	zondag_avond/noun	daarna/pp	Europees/name	bestuur_accoord/noun	Blatter/name	brief/noun	Fortuyn/name	weekeinde/noun	veroordeling/noun	definitief/adj	publiekelijk/adj	plots/adj	hof/noun	snel/adj	daarna/adv	uitdrukkelijk/adj	overname/noun	maar/vg	bevel/noun	woordvoerder/noun	uitslag/noun	oordeel/noun	mededeling/noun	Volkscongres/name	doodvonnis/noun	braaf/adj	om/prep	laat/adj	woensdag/noun	in_vrijheid_stelling/noun	jaar_cijfer/noun	ze/pron	nooit/adv	niet/adv	nadat/comp	regeling/noun	decreet/noun	maandag/noun	weer/adv	Ray/name	vergissing/noun	daarmee/pp	toekenning/noun	vandaag/adv	maatregel/noun	wet/noun	half/adj	omdat/comp	uitgeweken/adj	verhaal/noun	dus/adv	het/det	min/adv	bewering/noun	verdachte/noun	afspraak/noun	Hooggerechtshof/name	intussen/adv	probatie_uitstel/noun	Groen/name	duur_voort/adj	Europese/name	afschaffing/noun	door/prep	besluit/noun	Roe/name	Wahid/name	Lodewijk/name	onder/adv	getuige/noun	al/comp	inderdaad/adv	dat/det	zaterdag/noun	steeds/adv	kamer/noun	minister/noun	formeel/adj	verklaring/noun	bekentenis/noun	aantijging/noun	toen/comp	belofte/noun	geleden/adj	federatie/noun	hij/pron	eerste/num	nieuws/noun	scheidsrechter/noun	NIOD/name	aankoop/noun	capitulatie/noun	dinsdag/noun	dag/noun	bron/noun	plan/noun	schorsing/noun	benoeming/noun	stap/adv	invoering/noun	refs/noun	week/noun	maal/noun	standpunt/noun	zolang/comp	Dierckxsens/name	eventueel/adj	arrest/noun	A./name	patent/noun	richtlijn/noun	onmiddellijk/adj	amnestie_wet/noun	bond/noun	deels/adv	overtuiging/noun	haastig/adj	fatwa/noun	waarschuwing/noun
altijd/adv	0.85602283	0.8791694	0.7264616	0.9022223	0.73802125	0.9268988	0.911043	0.7939447	0.58671665	0.8329849	0.9715758	0.94820994	0.84045684	0.8533609	0.78354084	0.885159	0.88859856	0.7926419	0.6897679	0.8810709	0.9011726	0.66174024	0.7478877	0.8313345	0.9102234	0.87792194	0.911162	0.850387	0.6036377	0.8867094	0.74486184	0.4454347	0.8669274	0.91858	0.86306405	0.8936382	0.0	0.8271302	0.8356004	0.7048151	0.9029909	0.89655304	0.875533	0.9940319	0.9259614	0.7423921	0.7951845	0.8688679	0.5779053	0.8916271	0.94063276	0.67225385	0.61290133	0.95076495	0.9495541	0.82432455	0.9431367	0.8956912	0.8012598	0.8867948	0.778316	0.9529878	0.882281	0.921773	0.71735775	0.6876534	0.90346426	0.7406475	0.73015976	0.81116855	0.96345174	0.5518	0.77384573	0.8400051	0.8977074	0.8156841	0.87230664	0.8590659	0.94133335	0.6401963	0.85058534	0.83868337	0.96590495	0.9159059	0.9426991	0.572435	0.42544055	0.4374361	0.8790207	0.8391361	0.95636994	0.949129	0.80627507	0.90260065	0.71931314	0.8066694	0.8452016	0.9302776	0.90586895	0.8558179	0.9371088	0.68433034	0.93300205	0.787058	0.5591037	0.9278095	0.88589007	0.81969935	0.83717394	0.86726606	0.9033402	0.7234181	0.95986956	0.8987971	0.628686	0.93438774	0.9391952	0.89269376	0.9023073	1.0	0.853918	0.97002745	0.9195405	0.8631068	0.640389	0.6198467	0.52447903	0.9954947	0.33778042	0.9571779	0.8967649	0.7355974	0.8178283	0.85161453	0.8042508	0.8604361	0.8607882	0.93289715	0.91386825	0.64315283	0.93600345	0.87705755	0.87199134	0.8313099	0.9692981	0.97074425	0.9795527	0.9322581	0.82956314	0.88542944	0.94353795	0.9072245	0.94757533	0.93750846	0.7264952	0.94359964	0.9131966	0.73227245	0.725837	0.99725914	0.96156985	0.94471276	0.9592435	0.8999202	0.8108582	0.83213174	0.8631952	0.79573536	0.8098237	0.67425215	0.79955715	0.9742816	0.9003769
al/adv	0.7959181	0.8134697	0.9137315	0.6980989	0.79382426	0.7527281	0.95566475	0.80169976	0.83500177	0.8801731	0.7124665	0.8417025	0.8104048	0.85056686	0.8817989	0.76432717	0.86405873	0.82078904	0.7730174	0.94534904	0.93707234	0.78904134	0.9165964	0.84520555	0.7500245	0.81301105	0.89559096	0.9277681	0.87067115	0.9159054	0.8619207	0.69291234	0.9202064	0.86909467	0.83778036	0.8590946	0.8271302	0.0	0.867803	0.8193662	0.9043421	0.8200903	0.822251	0.8937229	0.84277153	0.77908623	0.8555787	0.76422644	0.7989529	0.85427415	0.8628592	0.75589365	0.8731177	0.89632463	0.8790723	0.75933987	0.88114065	0.8579249	0.8713265	0.84631056	0.8789999	0.80267096	0.8570932	0.7792153	0.71034074	0.70285326	0.85977894	0.8251594	0.8162857	0.8415187	0.9237672	0.7042199	0.9028962	0.96046215	0.84737444	0.87358654	0.88725394	0.9111972	0.79293865	0.9390907	0.9152013	0.60020673	0.83703834	0.8547114	0.8174507	0.7197349	0.7735112	0.73354745	0.7157656	0.8705568	0.9448948	0.8630132	0.6184305	0.9722988	0.82920593	0.8128343	0.90521586	0.91139936	0.7827467	0.9142182	0.6810044	0.7691205	0.628019	0.88860387	0.69578624	0.89447945	0.89459956	0.8782182	0.7940954	0.89528495	0.82961833	0.87545276	0.85482323	0.92896974	0.84903216	0.8829944	0.92186576	0.87474465	0.85421526	0.99457717	0.8305096	0.96756107	0.9134034	0.84863824	0.75806713	0.8548608	0.8000905	0.8724342	0.7056018	0.975675	0.85313606	0.81123924	0.88422894	0.7333441	0.88160837	0.7530522	0.9031406	0.6718656	0.9340422	0.6620055	0.55310917	0.7659573	0.8648449	0.8548315	0.94666356	0.8873724	0.8461575	0.64031434	0.89303297	0.850917	0.8536543	0.8893555	0.9715928	0.8420934	0.86931884	0.65227896	0.5740916	0.8929164	0.84980714	0.9471486	0.8128661	0.89805734	0.9254326	0.8321889	0.89966524	0.86453176	0.9059436	0.829562	0.906092	0.87364566	0.7447938	0.8445756	0.8014389
bezwaar/noun	0.92155296	0.6361575	0.5927503	0.5913715	0.70577395	0.67469215	0.69330424	0.7720322	0.9083043	0.47549582	0.9277457	0.70272887	0.44710582	0.7686777	0.78058636	0.56970876	0.508988	0.60397637	0.60874873	0.817812	0.85575587	0.862556	0.61896443	0.57031715	0.50740075	0.692882	0.61912537	0.6232559	0.75212944	0.65119314	0.8534895	0.83318484	0.76323867	0.74542534	0.65123653	0.8226607	0.8356004	0.867803	0.0	0.5751921	0.39077026	0.8008924	0.63173884	0.73607945	0.9619235	0.44440734	0.8520734	0.6932431	0.6605941	0.5468922	0.6227926	0.61136997	0.854925	0.59340656	0.9237248	0.8163123	0.6196867	0.85528624	0.69818354	0.68261373	0.8104808	0.7866159	0.59783185	0.48975992	0.6441847	0.808972	0.6411589	0.7655244	0.8799026	0.49190927	0.6487795	0.86981237	0.6950151	0.6823462	0.80004215	0.6091691	0.66869426	0.6880464	0.6588671	0.9162679	0.9167191	0.86584055	0.7934956	0.6685169	0.90216047	0.8612992	0.79883856	0.70572335	0.6339166	0.43973333	0.6000685	0.73154867	0.9585609	0.9727444	0.7843652	0.6307144	0.56858546	0.6302297	0.5014996	0.5149283	0.9759622	0.6202974	0.89963263	0.907766	0.8591817	0.63525033	0.79732853	0.62327236	0.7130326	0.62472796	0.54984397	0.7475147	0.81633866	0.7024257	0.8433839	0.56944263	0.49321473	0.5519217	0.3340099	0.78688186	0.6369019	0.8015293	0.67456543	0.6645614	0.8401321	0.8168206	0.74547815	0.96589243	0.7547444	0.87534577	0.5628711	0.41222382	0.6389381	0.8170253	0.6477322	0.85198134	0.79027987	0.8658163	0.59411025	0.8072466	0.90750784	0.7993845	0.81750727	0.7836934	0.70750225	0.88949454	0.78124934	0.8967454	0.72490007	0.5928716	0.7086559	0.4168229	0.9400853	0.5486913	0.8363832	0.8174876	0.9038891	0.59993076	0.58410776	0.98931146	0.5506091	0.5492127	0.803637	0.5565457	0.45700824	0.7111339	0.7333361	0.62206876	0.74514055	0.7855368	0.67386925	0.7810086	0.6211992
overigens/adv	0.8681487	0.60973555	0.71089065	0.66961133	0.5343194	0.7427908	0.8071202	0.683661	0.7804022	0.7347442	0.8615968	0.7355521	0.50033617	0.72520804	0.56898075	0.6825138	0.60021776	0.56924576	0.40505475	0.86274415	0.76975447	0.8848845	0.68948436	0.60268676	0.6047827	0.81498855	0.7655016	0.60188836	0.5731456	0.6867676	0.60862076	0.7953484	0.79597515	0.6744919	0.64367956	0.6981012	0.7048151	0.8193662	0.5751921	0.0	0.6424693	0.8698584	0.84130806	0.9186844	0.9479363	0.30755597	0.6427276	0.62830496	0.51655686	0.62425506	0.7557545	0.56424403	0.76113725	0.75551206	0.8311546	0.7980018	0.7300056	0.8290283	0.66016567	0.6237398	0.5644294	0.8034866	0.7843604	0.6203393	0.48825115	0.8527733	0.637874	0.7855003	0.8744401	0.5796373	0.73388904	0.5628884	0.66442263	0.54318774	0.8028518	0.59013164	0.51254946	0.68287367	0.8102845	0.81478316	0.733132	0.80825704	0.7607287	0.79893494	0.8674423	0.79296494	0.6864925	0.74748707	0.58446205	0.72550404	0.71687603	0.7787094	0.79755044	0.97082925	0.7178206	0.55169296	0.6664454	0.69531536	0.77269995	0.67196846	0.87356424	0.509395	0.89270043	0.7487771	0.6667647	0.69753265	0.6526194	0.46297902	0.74071574	0.757723	0.67871654	0.6554897	0.88923603	0.7062806	0.7215338	0.7272959	0.70210075	0.63458216	0.6094421	0.98113585	0.67584085	0.824272	0.7923562	0.7053561	0.5310705	0.62620455	0.5862613	0.9745872	0.72869545	0.922957	0.52967095	0.5108836	0.5895102	0.7870331	0.4903664	0.74506867	0.6630924	0.8447021	0.6789274	0.6300233	0.852589	0.71828496	0.84126484	0.5818938	0.8896517	0.911602	0.8292887	0.84976	0.5551161	0.76139736	0.89796525	0.6458344	0.9434181	0.64035153	0.8083302	0.7615267	0.7170768	0.5756946	0.5392345	0.9359124	0.6483099	0.7546172	0.77917314	0.8518082	0.6365701	0.76856726	0.89049196	0.66979945	0.7053877	0.6371443	0.7289412	0.8506705	0.5723791
verbod/noun	0.94611335	0.6699932	0.49755883	0.60168934	0.7756438	0.7671276	0.7578004	0.717438	0.88208336	0.49106127	0.9093077	0.69056773	0.46563488	0.8258703	0.73777246	0.60649085	0.51472294	0.6621095	0.6134288	0.82518727	0.8645444	0.8556827	0.6929785	0.6756799	0.41286892	0.6111135	0.43580228	0.78448445	0.7406243	0.7632139	0.8788718	0.8782345	0.85129434	0.78845346	0.5697974	0.82028735	0.9029909	0.9043421	0.39077026	0.6424693	0.0	0.66890347	0.5420077	0.86896026	0.9697788	0.45835644	0.8574829	0.6619191	0.8028097	0.46847463	0.48141736	0.6977004	0.8202009	0.50771296	0.8608806	0.82777935	0.50683135	0.7732073	0.8296588	0.821669	0.85292864	0.775408	0.52086914	0.6411778	0.7220425	0.93060964	0.5884805	0.7950555	0.8008462	0.44111055	0.61565197	0.88692796	0.49307138	0.7978411	0.75292116	0.5129868	0.6843675	0.63919747	0.60127795	0.89277756	0.7918561	0.8878137	0.772672	0.60264283	0.87525	0.88299555	0.8471161	0.73963445	0.60089886	0.43173718	0.45390224	0.73089045	0.94862217	0.97406006	0.78144324	0.58003557	0.74495065	0.6187232	0.37987792	0.34100574	0.9684729	0.6064975	0.9365708	0.9391789	0.8696674	0.5304229	0.8477541	0.6919346	0.76777655	0.5856255	0.5056222	0.8107665	0.8074817	0.86353177	0.84768814	0.5469855	0.45205998	0.5489615	0.29723334	0.7022706	0.6444949	0.86344856	0.67829895	0.76492214	0.86545783	0.85150665	0.7420026	0.94775796	0.8147676	0.8138143	0.6773012	0.5337988	0.7025719	0.8262933	0.74719566	0.8665998	0.74188936	0.89176124	0.51473814	0.8461208	0.8923233	0.88910604	0.823415	0.9016861	0.694387	0.8236288	0.75231755	0.93258524	0.8194756	0.58530474	0.7163272	0.44543886	0.97713536	0.40369833	0.8969906	0.8124435	0.8231536	0.49227965	0.49596983	0.9752686	0.5806978	0.45318806	0.9069086	0.7284257	0.3684103	0.6979666	0.67909247	0.6746397	0.84982693	0.91639674	0.7831332	0.7027359	0.4969703
staking/noun	0.75677025	0.699039	0.8145616	0.82560205	0.8689799	0.71355414	0.839784	0.8433288	0.87322414	0.63195777	0.5599538	0.68996936	0.69681525	0.7604123	0.9339256	0.47061563	0.74969256	0.8134436	0.79828906	0.82679725	0.8485871	0.86116505	0.8825217	0.7311827	0.7596663	0.57681227	0.6807736	0.92392343	0.8020308	0.9207104	0.971838	0.88386226	0.8712594	0.9208756	0.7561996	0.77259153	0.89655304	0.8200903	0.8008924	0.8698584	0.66890347	0.0	0.5551207	0.8538195	0.7832528	0.74038285	0.9265795	0.7303672	0.86182773	0.8008578	0.77591467	0.7661714	0.90441334	0.8376781	0.7081517	0.8704859	0.83076173	0.86614317	0.6067157	0.72486794	0.84135854	0.75807196	0.7404362	0.8034854	0.7863798	0.8023472	0.79338795	0.94165385	0.85228014	0.70767045	0.75597274	0.8537402	0.65370226	0.7649242	0.6859689	0.8094302	0.6650593	0.7066834	0.7916625	0.9490049	0.62278616	0.7617866	0.58057237	0.7897875	0.6277871	0.8040587	0.91461855	0.81078005	0.52184856	0.7707731	0.78426075	0.5321039	0.7674079	0.94569886	0.6892329	0.8195354	0.8449007	0.6760893	0.65809983	0.81669855	0.8452866	0.6942408	0.84025776	0.991681	0.94438344	0.86047244	0.8391248	0.8994194	0.80504215	0.7495767	0.7421684	0.7894536	0.85678196	0.8625371	0.7632895	0.82315946	0.78987956	0.6966494	0.7140583	1.0	0.67453885	0.89720786	0.8614515	0.8075137	0.8948841	0.89765763	0.90149117	0.5810728	0.86674887	0.96642554	0.757414	0.70826983	0.7374053	0.8645015	0.84336317	0.7463293	0.8429222	0.7980206	0.7644198	0.7702818	0.71672845	0.71413445	0.51584256	0.88819814	0.8205948	0.8219689	0.5520761	0.63724387	0.93070024	0.7844394	0.59081316	0.78716826	0.9686531	0.749908	0.52865386	0.6246885	0.779466	0.793916	0.8136854	0.9088911	0.7809501	0.8495234	0.95602643	0.9059741	0.82077855	0.69056714	0.85097337	0.44609457	0.90636885	0.944029	0.8963917	0.8341584	0.6177093
boycot/noun	0.8639516	0.55795324	0.71933645	0.70437175	0.8307006	0.79913354	0.8978861	0.80697817	0.9147479	0.73620695	0.85059506	0.7556071	0.62918335	0.8196539	0.8307869	0.48808742	0.717334	0.69616354	0.73018837	0.7540985	0.8093971	0.84755045	0.7827759	0.7710531	0.70812523	0.6255299	0.63243246	0.75501835	0.8714022	0.8683807	0.95749646	0.9059199	0.76192427	0.89449704	0.7933974	0.921812	0.875533	0.822251	0.63173884	0.84130806	0.5420077	0.5551207	0.0	0.8666559	0.92227954	0.6882875	0.923122	0.6583594	0.84542626	0.787406	0.8171764	0.66555965	0.9226496	0.7279817	0.8282403	0.9019617	0.7453277	0.88574016	0.8159549	0.8452854	0.84707004	0.793954	0.57559353	0.73251754	0.76252365	0.8699569	0.77666503	0.8898097	0.8952679	0.70658934	0.69300365	0.89135927	0.7805877	0.8138865	0.8980741	0.79358435	0.757014	0.770369	0.6874806	0.96918213	0.8626249	0.92348135	0.8449297	0.7525517	0.8680946	0.78632766	0.80436873	0.73863614	0.7211194	0.65399045	0.68196553	0.8296525	0.9191075	0.9212023	0.74476147	0.7168842	0.83526325	0.8011962	0.5712236	0.7182672	0.94899446	0.69923043	0.8697961	0.95598525	0.8813684	0.8028138	0.7493402	0.8005635	0.7245425	0.71452534	0.7104588	0.8640648	0.77696276	0.87036836	0.7882798	0.69329786	0.618745	0.6591991	0.61749387	1.0	0.7458112	0.91099447	0.7641052	0.7215173	0.852994	0.89904344	0.82007986	0.9374737	0.7877644	0.97487867	0.77854633	0.57323635	0.7483943	0.82312065	0.78952265	0.9358838	0.80021226	0.91680217	0.5540248	0.7587458	0.89821607	0.8921354	0.82794714	0.86753774	0.7979581	0.8812279	0.84655744	0.8718411	0.8325214	0.8062169	0.6175976	0.6678114	0.9744816	0.7144748	0.82057923	0.84411037	0.90584826	0.66727996	0.60828185	0.91725165	0.64600587	0.7734405	0.9520384	0.76988137	0.7755289	0.7451868	0.89496565	0.6206243	0.82152146	0.82264185	0.73914963	0.7887778	0.64107966
EADS/name	0.8976681	0.8134528	0.92558056	0.7980576	0.9257062	0.838784	0.9140297	0.8769546	0.98648244	0.8010085	0.9288782	0.8261757	0.7999226	0.94255924	0.9554947	0.6844419	0.69486177	0.90585357	0.9434861	0.93399006	0.93118995	0.9367998	0.8715572	0.83029777	0.82149345	0.8933439	0.8601458	0.9426152	0.9876988	0.8810529	0.98342955	0.94558024	0.9591787	0.9361972	0.8984999	0.875498	0.9940319	0.8937229	0.73607945	0.9186844	0.86896026	0.8538195	0.8666559	0.0	0.9401579	0.8753685	0.9337102	0.8672818	0.92279977	0.8677004	0.89939	0.91481733	0.9921264	0.7485786	0.94428205	0.9785496	0.6439929	0.9463854	0.86580515	0.84455633	0.96955204	0.9189325	0.8560198	0.77868986	0.8816391	0.90512866	0.87258685	0.91573036	0.9723644	0.8774729	0.6913085	0.9434678	0.9707452	0.7934058	0.9457207	0.9033268	0.87431574	0.8414497	0.9249843	0.99454993	0.90925944	0.94578755	0.8616653	0.93599313	0.8436884	0.9696047	0.98227686	0.97001266	0.82131284	0.9174051	0.9312227	0.8128839	0.92896044	0.9595835	0.90938586	0.83213025	0.9307243	0.70295274	0.8806306	0.955126	0.97472286	0.8920558	0.85611385	0.9703524	0.97915226	0.8294069	0.93825555	0.9298173	0.9068683	0.9470451	0.82854545	0.7753035	0.9379721	0.83104646	0.9816658	0.54734933	0.876913	0.76001406	0.72675675	0.9900377	0.8157359	0.9719912	0.6701277	0.87502307	0.95356894	0.8412178	0.9345313	0.9305943	0.95548016	0.97409225	0.72901523	0.7557901	0.77134746	0.90593916	0.93571967	0.9660537	0.9581789	0.9240725	0.9095757	0.91200864	0.88841397	0.8262176	0.96121603	0.9134187	0.5685828	0.96988136	0.84095085	0.9226003	0.92853725	0.8167468	0.86443156	0.6005486	0.99003	0.9336487	0.91394967	0.83704174	0.9572355	0.87370694	0.95137405	0.9696486	0.8174086	0.8225399	0.8975094	0.79347384	0.7903459	0.8972932	0.93460774	0.8417208	0.8650459	0.9853085	0.83469605	0.96038574	0.91081065
Lagos/name	0.9141765	0.8596225	0.9855878	0.97482157	0.92186916	0.8638195	0.74988043	0.8831592	0.99734694	0.9293821	0.7186178	0.8230655	0.7225819	0.798024	0.9829339	0.80673254	0.7652595	0.8124231	0.6925232	0.98034763	0.91168535	0.954418	0.9455812	0.7990128	0.9392758	0.8764422	0.9203787	0.82048917	0.8159865	0.9055705	0.95539296	0.9623772	0.9476354	0.9686497	0.9079293	0.7787844	0.9259614	0.84277153	0.9619235	0.9479363	0.9697788	0.7832528	0.92227954	0.9401579	0.0	0.9327239	0.9724015	0.91297853	0.8810964	0.8726266	0.9467564	0.793938	0.8934455	0.8778962	0.58598626	0.982703	0.93912715	0.93061036	0.8556227	0.83256155	0.9091134	0.7317783	0.94445693	0.91738564	0.8287284	0.88523996	0.92449605	0.96256393	0.85785055	0.9284352	0.9670325	0.9292706	0.95974463	0.91264945	0.79559886	0.9871856	0.8942819	0.8977973	0.9400164	0.9870319	0.8085934	0.8298112	0.85021406	0.94449365	0.8939946	0.8850426	0.91278636	0.91589177	0.6911268	0.96455425	0.9514194	0.77824205	0.8587204	0.92711407	0.9482552	0.8845113	0.9477413	0.8445316	0.8978381	0.8719452	0.91286653	0.8410877	0.848197	0.96329105	0.9794809	0.95255995	0.954614	0.88040125	0.8661722	0.95221055	0.73723763	0.79700214	0.9975587	0.91662574	0.907291	0.9339677	0.9808558	0.85343087	0.89998037	1.0	0.85412085	0.9736893	0.98408514	0.7848501	0.96582913	0.76426846	0.974756	0.77151936	0.8620955	0.89738643	0.8655707	0.8361099	0.8847162	0.88065314	0.91892123	0.8151897	0.80267644	0.9414193	0.97159547	0.7547464	0.70008874	0.8380157	0.91600597	0.917732	0.98571163	0.9456918	0.81537724	0.82132983	0.90432364	0.91948426	0.9606312	0.90980726	0.9888904	0.9844858	0.95373744	0.81058466	0.73836994	0.91987973	0.96664774	0.9250046	0.9501204	0.9407751	0.94205135	0.9668652	0.9815681	0.8334486	0.5998569	0.9231359	0.97073555	0.9787649	0.92980784	0.97129625	0.88548994
echter/adv	0.8626651	0.5301454	0.66854626	0.5061962	0.59700686	0.7282632	0.7745293	0.669899	0.74965155	0.49049044	0.8865802	0.5835551	0.41283107	0.74945223	0.611436	0.6434009	0.44327027	0.46624744	0.37089968	0.8342992	0.81486136	0.77523917	0.6529677	0.5419781	0.48875892	0.8092947	0.5996685	0.58971405	0.6392156	0.53059775	0.69526076	0.78711283	0.79112065	0.6626451	0.52648425	0.7337431	0.7423921	0.77908623	0.44440734	0.30755597	0.45835644	0.74038285	0.6882875	0.8753685	0.9327239	0.0	0.77240765	0.59160554	0.4928301	0.5188083	0.5484494	0.50045854	0.70436317	0.6182109	0.836971	0.7676124	0.63404644	0.8193116	0.58648086	0.6117458	0.7233109	0.7722032	0.5908073	0.5482952	0.4781875	0.77896357	0.47075433	0.7062459	0.7584174	0.4630214	0.7479005	0.576063	0.5568572	0.6452561	0.78770816	0.5006709	0.5986341	0.70867527	0.600143	0.8383748	0.79248416	0.77450657	0.74225175	0.73204935	0.8667747	0.758044	0.6882443	0.70306396	0.51075315	0.60852206	0.6805731	0.72412187	0.7902602	0.94545394	0.6438865	0.50296426	0.65421903	0.615412	0.63582146	0.5714327	0.93826336	0.35233706	0.84120625	0.8044212	0.62150556	0.6350734	0.6602217	0.47593093	0.6204531	0.719898	0.53811085	0.6125188	0.83135706	0.80257154	0.7057878	0.6100129	0.61404854	0.51872385	0.45557916	0.75134885	0.67906463	0.88585436	0.7322959	0.6066612	0.642606	0.63023293	0.58824074	0.9570625	0.69597673	0.79343945	0.5360348	0.38217103	0.43485218	0.66344035	0.5362909	0.7138509	0.7183995	0.8749022	0.5602317	0.64990664	0.8507475	0.8139926	0.677837	0.713124	0.8205259	0.79579866	0.75550914	0.8948923	0.59156394	0.6225952	0.7520482	0.5175098	0.9335904	0.5381392	0.6549443	0.7698732	0.7853278	0.5464031	0.37538546	0.89490277	0.5503588	0.5681628	0.76655793	0.7848803	0.5864787	0.6407819	0.72395414	0.55799484	0.750522	0.6667181	0.61361885	0.7729316	0.57264435
vervolgens/adv	0.77634823	0.81449044	0.8731582	0.813428	0.5313395	0.78075266	0.8192835	0.8766633	0.6904451	0.7309356	0.9135064	0.855266	0.8155996	0.861542	0.52461785	0.72384584	0.7744891	0.7755329	0.8239548	0.9147288	0.9188458	0.7384175	0.89164484	0.7829416	0.7429942	0.85947186	0.8520986	0.8479378	0.7578442	0.8658342	0.62449515	0.9082247	0.8629713	0.8274871	0.7245393	0.930773	0.7951845	0.8555787	0.8520734	0.6427276	0.8574829	0.9265795	0.923122	0.9337102	0.9724015	0.77240765	0.0	0.8461638	0.89950377	0.69326866	0.8775515	0.70075667	0.7589432	0.8790538	0.75112236	0.3766846	0.9187138	0.9523888	0.8711313	0.79222083	0.7814561	0.7693219	0.8308704	0.82054186	0.8282156	0.68662506	0.81341136	0.75045824	0.51435125	0.81998044	0.8759846	0.74196744	0.68088186	0.7169261	0.90187085	0.6524886	0.6555767	0.8568625	0.8805618	0.71719426	0.86655444	0.7338526	0.82508254	0.8553407	0.9875891	0.6148261	0.7910866	0.87646616	0.52102816	0.8798008	0.8080911	0.817685	0.54047424	0.9307319	0.8468308	0.8300277	0.9195118	0.83193743	0.78770554	0.84061915	0.8053951	0.71154034	0.9502979	0.69796014	0.79471743	0.7458968	0.77551514	0.7997922	0.8259737	0.89694476	0.8845731	0.7447243	0.95049846	0.6866232	0.76585186	0.8884175	0.8846587	0.80485564	0.7518352	0.94866234	0.83586955	0.92131656	0.8208595	0.81654274	0.81058127	0.80485106	0.88209075	0.9633596	0.8100355	0.7812226	0.7435702	0.7966715	0.74943936	0.7467705	0.6793317	0.57546437	0.741505	0.8100032	0.85317683	0.58751	0.9326953	0.6763209	0.90250784	0.804747	0.87495565	0.9491636	0.89560306	0.8555821	0.8897439	0.7501422	0.89428294	0.81874007	0.7419134	0.8546984	0.9046096	0.7769748	0.846461	0.83362675	0.8476683	0.8999237	0.7969755	0.9152228	0.84762084	0.89999294	0.8297022	0.72610736	0.91275567	0.8225751	0.8669957	0.88071096	0.8057075	0.95890355	0.87065905
wegens/prep	0.867593	0.6581706	0.83609784	0.6841899	0.7046683	0.50272846	0.8260148	0.85574883	0.9659078	0.6426786	0.85057384	0.46622163	0.668096	0.88202596	0.8063003	0.5624279	0.5143392	0.5517393	0.6838492	0.8243294	0.8393209	0.9708082	0.78863436	0.73030084	0.81517124	0.66486174	0.61508346	0.7863904	0.8152957	0.69223964	0.89018214	0.9551451	0.8787485	0.82425284	0.85627073	0.86550117	0.8688679	0.76422644	0.6932431	0.62830496	0.6619191	0.7303672	0.6583594	0.8672818	0.91297853	0.59160554	0.8461638	0.0	0.77702105	0.4938975	0.5118411	0.77875745	0.9120877	0.63532543	0.8674637	0.87578154	0.6593158	0.98284376	0.695054	0.7777961	0.81287897	0.78128326	0.40948194	0.67270684	0.63344485	0.8471773	0.5435871	0.91520804	0.88230807	0.75204575	0.83966994	0.86400497	0.64991117	0.733096	0.858719	0.63774246	0.77106804	0.7509482	0.57009333	0.9289275	0.75907195	0.88171226	0.6907916	0.68210065	0.92721206	0.90122193	0.83405393	0.9361489	0.5194893	0.8192042	0.7171662	0.6858171	0.861395	0.95495516	0.86297894	0.58650297	0.79275423	0.6790602	0.8349772	0.80816305	0.87066936	0.5201392	0.9199141	0.9423061	0.9300311	0.7175249	0.93237996	0.76391613	0.52535105	0.94368964	0.60364395	0.7453532	0.6045686	0.8580263	0.83128947	0.7031107	0.74878585	0.41366678	0.6406443	0.893087	0.62659776	0.8836911	0.7429634	0.7316626	0.93972117	0.87647635	0.87514883	0.9025666	0.8745917	0.7958406	0.76225483	0.5111265	0.6508106	0.64529324	0.71038127	0.8053967	0.86691415	0.8371453	0.7297107	0.6982476	0.7416265	0.8256975	0.7465187	0.91195077	0.88469386	0.8849635	0.71111286	0.84349525	0.7769907	0.83551896	0.69280016	0.70720565	0.9823669	0.7694423	0.8322449	0.6682086	0.7867372	0.8271869	0.63196325	0.83094805	0.45715654	0.62090963	0.73220646	0.8315128	0.7032726	0.46272552	0.8443953	0.6384263	0.75354856	0.7422645	0.78851414	0.7284285	0.5261946
